Discriminant ? Level ? w_m ? Genus ? Elliptic Point Counts
15 ? 34 ? 3 ? 19 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 34 ? 5 ? 19 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 34 ? 6 ? 19 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 34 ? 10 ? 19 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 34 ? 15 ? 15 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
15 ? 34 ? 17 ? 19 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 34 ? 30 ? 17 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
15 ? 34 ? 34 ? 19 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 34 ? 51 ? 19 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 34 ? 85 ? 17 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
15 ? 34 ? 102 ? 17 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
15 ? 34 ? 170 ? 19 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 34 ? 255 ? 7 ? <2, 48>,<3, 0>,<4, 0>,<6, 0> 
15 ? 34 ? 510 ? 15 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
15 ? 37 ? 1 ? 25 ? [ 2, 0 ],[ 3, 4 ],[ 4, 0 ],[ 6, 0 ] 
15 ? 37 ? 3 ? 11 ? <2, 4>,<3, 0>,<4, 0>,<6, 4> 
15 ? 37 ? 5 ? 13 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
15 ? 37 ? 15 ? 13 ? <2, 0>,<3, 2>,<4, 0>,<6, 0> 
15 ? 37 ? 37 ? 11 ? <2, 8>,<3, 4>,<4, 0>,<6, 0> 
15 ? 37 ? 111 ? 13 ? <2, 0>,<3, 2>,<4, 0>,<6, 0> 
15 ? 37 ? 185 ? 13 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
15 ? 37 ? 555 ? 9 ? <2, 16>,<3, 2>,<4, 0>,<6, 0> 
15 ? 38 ? 1 ? 41 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
15 ? 38 ? 2 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 38 ? 3 ? 19 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
15 ? 38 ? 5 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 38 ? 6 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 38 ? 10 ? 19 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
15 ? 38 ? 15 ? 17 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
15 ? 38 ? 19 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 38 ? 30 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 38 ? 38 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 38 ? 57 ? 19 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
15 ? 38 ? 95 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 38 ? 114 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 38 ? 190 ? 19 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
15 ? 38 ? 285 ? 17 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
15 ? 38 ? 570 ? 17 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
15 ? 41 ? 1 ? 29 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
15 ? 41 ? 3 ? 15 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 41 ? 5 ? 15 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 41 ? 15 ? 15 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 41 ? 41 ? 15 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 41 ? 123 ? 11 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
15 ? 41 ? 205 ? 11 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
15 ? 41 ? 615 ? 5 ? <2, 40>,<3, 0>,<4, 0>,<6, 0> 
15 ? 43 ? 1 ? 29 ? [ 2, 0 ],[ 3, 4 ],[ 4, 0 ],[ 6, 0 ] 
15 ? 43 ? 3 ? 13 ? <2, 4>,<3, 0>,<4, 0>,<6, 4> 
15 ? 43 ? 5 ? 15 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
15 ? 43 ? 15 ? 15 ? <2, 0>,<3, 2>,<4, 0>,<6, 0> 
15 ? 43 ? 43 ? 11 ? <2, 16>,<3, 2>,<4, 0>,<6, 0> 
15 ? 43 ? 129 ? 15 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
15 ? 43 ? 215 ? 15 ? <2, 0>,<3, 2>,<4, 0>,<6, 0> 
15 ? 43 ? 645 ? 11 ? <2, 16>,<3, 4>,<4, 0>,<6, 0> 
15 ? 46 ? 1 ? 49 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
15 ? 46 ? 2 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 46 ? 3 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 46 ? 5 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 46 ? 6 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 46 ? 10 ? 23 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
15 ? 46 ? 15 ? 21 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
15 ? 46 ? 23 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 46 ? 30 ? 23 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
15 ? 46 ? 46 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 46 ? 69 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 46 ? 115 ? 19 ? <2, 24>,<3, 0>,<4, 0>,<6, 0> 
15 ? 46 ? 138 ? 21 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
15 ? 46 ? 230 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 46 ? 345 ? 23 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
15 ? 46 ? 690 ? 21 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
15 ? 47 ? 1 ? 33 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
15 ? 47 ? 3 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 47 ? 5 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 47 ? 15 ? 15 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
15 ? 47 ? 47 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 47 ? 141 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
15 ? 47 ? 235 ? 13 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
15 ? 47 ? 705 ? 11 ? <2, 24>,<3, 0>,<4, 0>,<6, 0> 
21 ? 1 ? 1 ? 1 ? [ 2, 4 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
21 ? 1 ? 3 ? 1 ? <2, 2>,<3, 0>,<4, 0>,<6, 0> 
21 ? 1 ? 7 ? 0 ? <2, 6>,<3, 0>,<4, 0>,<6, 0> 
21 ? 1 ? 21 ? 0 ? <2, 6>,<3, 0>,<4, 0>,<6, 0> 
21 ? 2 ? 1 ? 3 ? [ 2, 4 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
21 ? 2 ? 2 ? 1 ? <2, 0>,<3, 0>,<4, 4>,<6, 0> 
21 ? 2 ? 3 ? 2 ? <2, 2>,<3, 0>,<4, 0>,<6, 0> 
21 ? 2 ? 6 ? 2 ? <2, 2>,<3, 0>,<4, 0>,<6, 0> 
21 ? 2 ? 7 ? 0 ? <2, 10>,<3, 0>,<4, 0>,<6, 0> 
21 ? 2 ? 14 ? 2 ? <2, 2>,<3, 0>,<4, 0>,<6, 0> 
21 ? 2 ? 21 ? 1 ? <2, 6>,<3, 0>,<4, 0>,<6, 0> 
21 ? 2 ? 42 ? 1 ? <2, 6>,<3, 0>,<4, 0>,<6, 0> 
21 ? 5 ? 1 ? 5 ? [ 2, 8 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
21 ? 5 ? 3 ? 3 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 5 ? 5 ? 3 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 5 ? 7 ? 3 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 5 ? 15 ? 1 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 5 ? 21 ? 1 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 5 ? 35 ? 3 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 5 ? 105 ? 1 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 10 ? 1 ? 17 ? [ 2, 8 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
21 ? 10 ? 2 ? 7 ? <2, 0>,<3, 0>,<4, 8>,<6, 0> 
21 ? 10 ? 3 ? 9 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 10 ? 5 ? 9 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 10 ? 6 ? 9 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 10 ? 7 ? 9 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 10 ? 10 ? 9 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 10 ? 14 ? 9 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 10 ? 15 ? 5 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
21 ? 10 ? 21 ? 7 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 10 ? 30 ? 7 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 10 ? 35 ? 9 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 10 ? 42 ? 9 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 10 ? 70 ? 7 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 10 ? 105 ? 7 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 10 ? 210 ? 7 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 11 ? 1 ? 13 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
21 ? 11 ? 3 ? 7 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 11 ? 7 ? 5 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
21 ? 11 ? 11 ? 7 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 11 ? 21 ? 5 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
21 ? 11 ? 33 ? 7 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 11 ? 77 ? 7 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 11 ? 231 ? 1 ? <2, 24>,<3, 0>,<4, 0>,<6, 0> 
21 ? 13 ? 1 ? 13 ? [ 2, 8 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
21 ? 13 ? 3 ? 7 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 13 ? 7 ? 7 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 13 ? 13 ? 7 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 13 ? 21 ? 7 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 13 ? 39 ? 3 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
21 ? 13 ? 91 ? 3 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
21 ? 13 ? 273 ? 5 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 17 ? 1 ? 17 ? [ 2, 8 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
21 ? 17 ? 3 ? 9 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 17 ? 7 ? 9 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 17 ? 17 ? 9 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 17 ? 21 ? 7 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 17 ? 51 ? 5 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
21 ? 17 ? 119 ? 9 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 17 ? 357 ? 7 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 19 ? 1 ? 21 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
21 ? 19 ? 3 ? 11 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 19 ? 7 ? 11 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 19 ? 19 ? 11 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 19 ? 21 ? 9 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
21 ? 19 ? 57 ? 9 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
21 ? 19 ? 133 ? 9 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
21 ? 19 ? 399 ? 3 ? <2, 32>,<3, 0>,<4, 0>,<6, 0> 
21 ? 22 ? 1 ? 37 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
21 ? 22 ? 2 ? 19 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 22 ? 3 ? 19 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 22 ? 6 ? 19 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 22 ? 7 ? 15 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
21 ? 22 ? 11 ? 19 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 22 ? 14 ? 19 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 22 ? 21 ? 17 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
21 ? 22 ? 22 ? 17 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
21 ? 22 ? 33 ? 19 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 22 ? 42 ? 19 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 22 ? 66 ? 19 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 22 ? 77 ? 19 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 22 ? 154 ? 15 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
21 ? 22 ? 231 ? 7 ? <2, 48>,<3, 0>,<4, 0>,<6, 0> 
21 ? 22 ? 462 ? 17 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
21 ? 23 ? 1 ? 25 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
21 ? 23 ? 3 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 23 ? 7 ? 11 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
21 ? 23 ? 21 ? 11 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
21 ? 23 ? 23 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 23 ? 69 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 23 ? 161 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 23 ? 483 ? 9 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
21 ? 26 ? 1 ? 41 ? [ 2, 8 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
21 ? 26 ? 2 ? 19 ? <2, 0>,<3, 0>,<4, 8>,<6, 0> 
21 ? 26 ? 3 ? 21 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 26 ? 6 ? 21 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 26 ? 7 ? 21 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 26 ? 13 ? 21 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 26 ? 14 ? 21 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 26 ? 21 ? 21 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 26 ? 26 ? 21 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 26 ? 39 ? 13 ? <2, 36>,<3, 0>,<4, 0>,<6, 0> 
21 ? 26 ? 42 ? 19 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 26 ? 78 ? 19 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 26 ? 91 ? 15 ? <2, 28>,<3, 0>,<4, 0>,<6, 0> 
21 ? 26 ? 182 ? 21 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 26 ? 273 ? 19 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 26 ? 546 ? 15 ? <2, 28>,<3, 0>,<4, 0>,<6, 0> 
21 ? 29 ? 1 ? 29 ? [ 2, 8 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
21 ? 29 ? 3 ? 15 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 29 ? 7 ? 13 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 29 ? 21 ? 15 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 29 ? 29 ? 15 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 29 ? 87 ? 15 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 29 ? 203 ? 15 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 29 ? 609 ? 11 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
21 ? 31 ? 1 ? 33 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
21 ? 31 ? 3 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 31 ? 7 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 31 ? 21 ? 15 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
21 ? 31 ? 31 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 31 ? 93 ? 15 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
21 ? 31 ? 217 ? 13 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
21 ? 31 ? 651 ? 9 ? <2, 32>,<3, 0>,<4, 0>,<6, 0> 
21 ? 34 ? 1 ? 53 ? [ 2, 8 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
21 ? 34 ? 2 ? 25 ? <2, 0>,<3, 0>,<4, 8>,<6, 0> 
21 ? 34 ? 3 ? 27 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 34 ? 6 ? 27 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 34 ? 7 ? 27 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 34 ? 14 ? 27 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 34 ? 17 ? 27 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 34 ? 21 ? 25 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 34 ? 34 ? 27 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 34 ? 42 ? 25 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 34 ? 51 ? 21 ? <2, 28>,<3, 0>,<4, 0>,<6, 0> 
21 ? 34 ? 102 ? 25 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 34 ? 119 ? 27 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 34 ? 238 ? 23 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
21 ? 34 ? 357 ? 25 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 34 ? 714 ? 21 ? <2, 28>,<3, 0>,<4, 0>,<6, 0> 
21 ? 37 ? 1 ? 37 ? [ 2, 8 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
21 ? 37 ? 3 ? 19 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 37 ? 7 ? 17 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 37 ? 21 ? 17 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 37 ? 37 ? 17 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 37 ? 111 ? 19 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 37 ? 259 ? 11 ? <2, 36>,<3, 0>,<4, 0>,<6, 0> 
21 ? 37 ? 777 ? 15 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
21 ? 38 ? 1 ? 61 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
21 ? 38 ? 2 ? 31 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 38 ? 3 ? 31 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 38 ? 6 ? 31 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 38 ? 7 ? 31 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 38 ? 14 ? 31 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 38 ? 19 ? 31 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 38 ? 21 ? 29 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
21 ? 38 ? 38 ? 31 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 38 ? 42 ? 31 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 38 ? 57 ? 29 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
21 ? 38 ? 114 ? 27 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
21 ? 38 ? 133 ? 29 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
21 ? 38 ? 266 ? 31 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 38 ? 399 ? 15 ? <2, 64>,<3, 0>,<4, 0>,<6, 0> 
21 ? 38 ? 798 ? 27 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
21 ? 41 ? 1 ? 41 ? [ 2, 8 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
21 ? 41 ? 3 ? 21 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 41 ? 7 ? 21 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 41 ? 21 ? 19 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
21 ? 41 ? 41 ? 21 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 41 ? 123 ? 17 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
21 ? 41 ? 287 ? 21 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
21 ? 41 ? 861 ? 15 ? <2, 28>,<3, 0>,<4, 0>,<6, 0> 
21 ? 43 ? 1 ? 45 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
21 ? 43 ? 3 ? 23 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 43 ? 7 ? 21 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
21 ? 43 ? 21 ? 23 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 43 ? 43 ? 19 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
21 ? 43 ? 129 ? 23 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 43 ? 301 ? 19 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
21 ? 43 ? 903 ? 15 ? <2, 32>,<3, 0>,<4, 0>,<6, 0> 
21 ? 46 ? 1 ? 73 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
21 ? 46 ? 2 ? 37 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 46 ? 3 ? 37 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 46 ? 6 ? 37 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 46 ? 7 ? 33 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
21 ? 46 ? 14 ? 37 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 46 ? 21 ? 35 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
21 ? 46 ? 23 ? 37 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 46 ? 42 ? 35 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
21 ? 46 ? 46 ? 33 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
21 ? 46 ? 69 ? 37 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 46 ? 138 ? 37 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 46 ? 161 ? 37 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 46 ? 322 ? 33 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
21 ? 46 ? 483 ? 31 ? <2, 24>,<3, 0>,<4, 0>,<6, 0> 
21 ? 46 ? 966 ? 31 ? <2, 24>,<3, 0>,<4, 0>,<6, 0> 
21 ? 47 ? 1 ? 49 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
21 ? 47 ? 3 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 47 ? 7 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 47 ? 21 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 47 ? 47 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 47 ? 141 ? 21 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
21 ? 47 ? 329 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
21 ? 47 ? 987 ? 17 ? <2, 32>,<3, 0>,<4, 0>,<6, 0> 
22 ? 1 ? 1 ? 0 ? [ 2, 2 ],[ 3, 4 ],[ 4, 0 ],[ 6, 0 ] 
