Discriminant ? Level ? w_m ? Genus ? Elliptic Point Counts
26 ? 33 ? 6 ? 23 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
26 ? 33 ? 11 ? 23 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
26 ? 33 ? 13 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 33 ? 22 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 33 ? 26 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 33 ? 33 ? 23 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
26 ? 33 ? 39 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 33 ? 66 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 33 ? 78 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 33 ? 143 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 33 ? 286 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 33 ? 429 ? 21 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
26 ? 33 ? 858 ? 21 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
26 ? 35 ? 1 ? 49 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
26 ? 35 ? 2 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 35 ? 5 ? 23 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
26 ? 35 ? 7 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 35 ? 10 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 35 ? 13 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 35 ? 14 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 35 ? 26 ? 19 ? <2, 24>,<3, 0>,<4, 0>,<6, 0> 
26 ? 35 ? 35 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 35 ? 65 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 35 ? 70 ? 23 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
26 ? 35 ? 91 ? 23 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
26 ? 35 ? 130 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 35 ? 182 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 35 ? 455 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 35 ? 910 ? 21 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
26 ? 37 ? 1 ? 39 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
26 ? 37 ? 2 ? 20 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 37 ? 13 ? 20 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 37 ? 26 ? 17 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
26 ? 37 ? 37 ? 19 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 37 ? 74 ? 20 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 37 ? 481 ? 16 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
26 ? 37 ? 962 ? 13 ? <2, 28>,<3, 0>,<4, 0>,<6, 0> 
26 ? 41 ? 1 ? 43 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
26 ? 41 ? 2 ? 21 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 41 ? 13 ? 22 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 41 ? 26 ? 22 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 41 ? 41 ? 18 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
26 ? 41 ? 82 ? 22 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 41 ? 533 ? 19 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
26 ? 41 ? 1066 ? 17 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
26 ? 43 ? 1 ? 45 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
26 ? 43 ? 2 ? 22 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 43 ? 13 ? 23 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 43 ? 26 ? 20 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
26 ? 43 ? 43 ? 23 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 43 ? 86 ? 18 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
26 ? 43 ? 559 ? 23 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 43 ? 1118 ? 14 ? <2, 36>,<3, 0>,<4, 0>,<6, 0> 
26 ? 47 ? 1 ? 49 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
26 ? 47 ? 2 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 47 ? 13 ? 24 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 47 ? 26 ? 22 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
26 ? 47 ? 47 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 47 ? 94 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 47 ? 611 ? 20 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
26 ? 47 ? 1222 ? 22 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
33 ? 1 ? 1 ? 1 ? [ 2, 4 ],[ 3, 2 ],[ 4, 0 ],[ 6, 0 ] 
33 ? 1 ? 3 ? 0 ? <2, 4>,<3, 0>,<4, 0>,<6, 2> 
33 ? 1 ? 11 ? 1 ? <2, 2>,<3, 1>,<4, 0>,<6, 0> 
33 ? 1 ? 33 ? 0 ? <2, 6>,<3, 2>,<4, 0>,<6, 0> 
33 ? 2 ? 1 ? 5 ? [ 2, 4 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
33 ? 2 ? 2 ? 2 ? <2, 0>,<3, 0>,<4, 4>,<6, 0> 
33 ? 2 ? 3 ? 2 ? <2, 6>,<3, 0>,<4, 0>,<6, 0> 
33 ? 2 ? 6 ? 3 ? <2, 2>,<3, 0>,<4, 0>,<6, 0> 
33 ? 2 ? 11 ? 3 ? <2, 2>,<3, 0>,<4, 0>,<6, 0> 
33 ? 2 ? 22 ? 2 ? <2, 6>,<3, 0>,<4, 0>,<6, 0> 
33 ? 2 ? 33 ? 2 ? <2, 6>,<3, 0>,<4, 0>,<6, 0> 
33 ? 2 ? 66 ? 1 ? <2, 10>,<3, 0>,<4, 0>,<6, 0> 
33 ? 5 ? 1 ? 9 ? [ 2, 8 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
33 ? 5 ? 3 ? 5 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 5 ? 5 ? 5 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 5 ? 11 ? 5 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 5 ? 15 ? 3 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
33 ? 5 ? 33 ? 5 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 5 ? 55 ? 1 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
33 ? 5 ? 165 ? 3 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
33 ? 7 ? 1 ? 13 ? [ 2, 0 ],[ 3, 4 ],[ 4, 0 ],[ 6, 0 ] 
33 ? 7 ? 3 ? 5 ? <2, 4>,<3, 0>,<4, 0>,<6, 4> 
33 ? 7 ? 7 ? 7 ? <2, 0>,<3, 2>,<4, 0>,<6, 0> 
33 ? 7 ? 11 ? 7 ? <2, 0>,<3, 2>,<4, 0>,<6, 0> 
33 ? 7 ? 21 ? 7 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
33 ? 7 ? 33 ? 5 ? <2, 8>,<3, 4>,<4, 0>,<6, 0> 
33 ? 7 ? 77 ? 7 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
33 ? 7 ? 231 ? 1 ? <2, 24>,<3, 2>,<4, 0>,<6, 0> 
33 ? 10 ? 1 ? 29 ? [ 2, 8 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
33 ? 10 ? 2 ? 13 ? <2, 0>,<3, 0>,<4, 8>,<6, 0> 
33 ? 10 ? 3 ? 15 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 10 ? 5 ? 15 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 10 ? 6 ? 15 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 10 ? 10 ? 15 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 10 ? 11 ? 15 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 10 ? 15 ? 11 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
33 ? 10 ? 22 ? 15 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 10 ? 30 ? 15 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 10 ? 33 ? 15 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 10 ? 55 ? 7 ? <2, 36>,<3, 0>,<4, 0>,<6, 0> 
33 ? 10 ? 66 ? 11 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
33 ? 10 ? 110 ? 15 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 10 ? 165 ? 13 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
33 ? 10 ? 330 ? 13 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
33 ? 13 ? 1 ? 21 ? [ 2, 8 ],[ 3, 4 ],[ 4, 0 ],[ 6, 0 ] 
33 ? 13 ? 3 ? 9 ? <2, 8>,<3, 0>,<4, 0>,<6, 4> 
33 ? 13 ? 11 ? 11 ? <2, 4>,<3, 2>,<4, 0>,<6, 0> 
33 ? 13 ? 13 ? 11 ? <2, 4>,<3, 4>,<4, 0>,<6, 0> 
33 ? 13 ? 33 ? 11 ? <2, 4>,<3, 4>,<4, 0>,<6, 0> 
33 ? 13 ? 39 ? 11 ? <2, 4>,<3, 2>,<4, 0>,<6, 0> 
33 ? 13 ? 143 ? 11 ? <2, 4>,<3, 2>,<4, 0>,<6, 0> 
33 ? 13 ? 429 ? 7 ? <2, 20>,<3, 4>,<4, 0>,<6, 0> 
33 ? 14 ? 1 ? 41 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
33 ? 14 ? 2 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 14 ? 3 ? 19 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
33 ? 14 ? 6 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 14 ? 7 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 14 ? 11 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 14 ? 14 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 14 ? 21 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 14 ? 22 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 14 ? 33 ? 19 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
33 ? 14 ? 42 ? 19 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
33 ? 14 ? 66 ? 17 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
33 ? 14 ? 77 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 14 ? 154 ? 17 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
33 ? 14 ? 231 ? 9 ? <2, 48>,<3, 0>,<4, 0>,<6, 0> 
33 ? 14 ? 462 ? 19 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
33 ? 17 ? 1 ? 29 ? [ 2, 8 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
33 ? 17 ? 3 ? 15 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 17 ? 11 ? 15 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 17 ? 17 ? 15 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 17 ? 33 ? 13 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
33 ? 17 ? 51 ? 15 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 17 ? 187 ? 11 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
33 ? 17 ? 561 ? 11 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
33 ? 19 ? 1 ? 33 ? [ 2, 0 ],[ 3, 4 ],[ 4, 0 ],[ 6, 0 ] 
33 ? 19 ? 3 ? 15 ? <2, 4>,<3, 0>,<4, 0>,<6, 4> 
33 ? 19 ? 11 ? 17 ? <2, 0>,<3, 2>,<4, 0>,<6, 0> 
33 ? 19 ? 19 ? 17 ? <2, 0>,<3, 2>,<4, 0>,<6, 0> 
33 ? 19 ? 33 ? 15 ? <2, 8>,<3, 4>,<4, 0>,<6, 0> 
33 ? 19 ? 57 ? 17 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
33 ? 19 ? 209 ? 17 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
33 ? 19 ? 627 ? 13 ? <2, 16>,<3, 2>,<4, 0>,<6, 0> 
33 ? 23 ? 1 ? 41 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
33 ? 23 ? 3 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 23 ? 11 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 23 ? 23 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 23 ? 33 ? 19 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
33 ? 23 ? 69 ? 17 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
33 ? 23 ? 253 ? 19 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
33 ? 23 ? 759 ? 9 ? <2, 48>,<3, 0>,<4, 0>,<6, 0> 
33 ? 26 ? 1 ? 69 ? [ 2, 8 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
33 ? 26 ? 2 ? 33 ? <2, 0>,<3, 0>,<4, 8>,<6, 0> 
33 ? 26 ? 3 ? 33 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
33 ? 26 ? 6 ? 35 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 26 ? 11 ? 35 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 26 ? 13 ? 35 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 26 ? 22 ? 33 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
33 ? 26 ? 26 ? 35 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 26 ? 33 ? 35 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 26 ? 39 ? 35 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 26 ? 66 ? 31 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
33 ? 26 ? 78 ? 33 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
33 ? 26 ? 143 ? 35 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 26 ? 286 ? 29 ? <2, 28>,<3, 0>,<4, 0>,<6, 0> 
33 ? 26 ? 429 ? 31 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
33 ? 26 ? 858 ? 31 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
33 ? 29 ? 1 ? 49 ? [ 2, 8 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
33 ? 29 ? 3 ? 25 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 29 ? 11 ? 25 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 29 ? 29 ? 25 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 29 ? 33 ? 23 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
33 ? 29 ? 87 ? 25 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 29 ? 319 ? 15 ? <2, 44>,<3, 0>,<4, 0>,<6, 0> 
33 ? 29 ? 957 ? 21 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
33 ? 31 ? 1 ? 53 ? [ 2, 0 ],[ 3, 4 ],[ 4, 0 ],[ 6, 0 ] 
33 ? 31 ? 3 ? 25 ? <2, 4>,<3, 0>,<4, 0>,<6, 4> 
33 ? 31 ? 11 ? 27 ? <2, 0>,<3, 2>,<4, 0>,<6, 0> 
33 ? 31 ? 31 ? 21 ? <2, 24>,<3, 2>,<4, 0>,<6, 0> 
33 ? 31 ? 33 ? 27 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
33 ? 31 ? 93 ? 25 ? <2, 8>,<3, 4>,<4, 0>,<6, 0> 
33 ? 31 ? 341 ? 27 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
33 ? 31 ? 1023 ? 19 ? <2, 32>,<3, 2>,<4, 0>,<6, 0> 
33 ? 34 ? 1 ? 89 ? [ 2, 8 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
33 ? 34 ? 2 ? 43 ? <2, 0>,<3, 0>,<4, 8>,<6, 0> 
33 ? 34 ? 3 ? 45 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 34 ? 6 ? 45 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 34 ? 11 ? 45 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 34 ? 17 ? 45 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 34 ? 22 ? 45 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 34 ? 33 ? 43 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
33 ? 34 ? 34 ? 41 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
33 ? 34 ? 51 ? 45 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 34 ? 66 ? 41 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
33 ? 34 ? 102 ? 43 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
33 ? 34 ? 187 ? 39 ? <2, 28>,<3, 0>,<4, 0>,<6, 0> 
33 ? 34 ? 374 ? 45 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 34 ? 561 ? 41 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
33 ? 34 ? 1122 ? 41 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
33 ? 35 ? 1 ? 81 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
33 ? 35 ? 3 ? 41 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 35 ? 5 ? 41 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 35 ? 7 ? 41 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 35 ? 11 ? 41 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 35 ? 15 ? 41 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 35 ? 21 ? 41 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 35 ? 33 ? 41 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 35 ? 35 ? 41 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 35 ? 55 ? 33 ? <2, 32>,<3, 0>,<4, 0>,<6, 0> 
33 ? 35 ? 77 ? 41 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 35 ? 105 ? 41 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 35 ? 165 ? 41 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 35 ? 231 ? 29 ? <2, 48>,<3, 0>,<4, 0>,<6, 0> 
33 ? 35 ? 385 ? 37 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
33 ? 35 ? 1155 ? 33 ? <2, 32>,<3, 0>,<4, 0>,<6, 0> 
33 ? 37 ? 1 ? 61 ? [ 2, 8 ],[ 3, 4 ],[ 4, 0 ],[ 6, 0 ] 
33 ? 37 ? 3 ? 29 ? <2, 8>,<3, 0>,<4, 0>,<6, 4> 
33 ? 37 ? 11 ? 31 ? <2, 4>,<3, 2>,<4, 0>,<6, 0> 
33 ? 37 ? 33 ? 29 ? <2, 12>,<3, 4>,<4, 0>,<6, 0> 
33 ? 37 ? 37 ? 29 ? <2, 12>,<3, 4>,<4, 0>,<6, 0> 
33 ? 37 ? 111 ? 23 ? <2, 36>,<3, 2>,<4, 0>,<6, 0> 
33 ? 37 ? 407 ? 31 ? <2, 4>,<3, 2>,<4, 0>,<6, 0> 
33 ? 37 ? 1221 ? 23 ? <2, 36>,<3, 4>,<4, 0>,<6, 0> 
33 ? 38 ? 1 ? 101 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
33 ? 38 ? 2 ? 51 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 38 ? 3 ? 49 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
33 ? 38 ? 6 ? 51 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 38 ? 11 ? 51 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 38 ? 19 ? 51 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 38 ? 22 ? 49 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
33 ? 38 ? 33 ? 49 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
33 ? 38 ? 38 ? 51 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 38 ? 57 ? 51 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 38 ? 66 ? 51 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 38 ? 114 ? 47 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
33 ? 38 ? 209 ? 51 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 38 ? 418 ? 47 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
33 ? 38 ? 627 ? 45 ? <2, 24>,<3, 0>,<4, 0>,<6, 0> 
33 ? 38 ? 1254 ? 45 ? <2, 24>,<3, 0>,<4, 0>,<6, 0> 
33 ? 41 ? 1 ? 69 ? [ 2, 8 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
33 ? 41 ? 3 ? 35 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 41 ? 11 ? 35 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 41 ? 33 ? 33 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
33 ? 41 ? 41 ? 35 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 41 ? 123 ? 35 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
33 ? 41 ? 451 ? 23 ? <2, 52>,<3, 0>,<4, 0>,<6, 0> 
33 ? 41 ? 1353 ? 31 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
33 ? 43 ? 1 ? 73 ? [ 2, 0 ],[ 3, 4 ],[ 4, 0 ],[ 6, 0 ] 
33 ? 43 ? 3 ? 35 ? <2, 4>,<3, 0>,<4, 0>,<6, 4> 
33 ? 43 ? 11 ? 37 ? <2, 0>,<3, 2>,<4, 0>,<6, 0> 
33 ? 43 ? 33 ? 35 ? <2, 8>,<3, 4>,<4, 0>,<6, 0> 
33 ? 43 ? 43 ? 37 ? <2, 0>,<3, 2>,<4, 0>,<6, 0> 
33 ? 43 ? 129 ? 37 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
33 ? 43 ? 473 ? 37 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
33 ? 43 ? 1419 ? 25 ? <2, 48>,<3, 2>,<4, 0>,<6, 0> 
33 ? 46 ? 1 ? 121 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
33 ? 46 ? 2 ? 61 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 46 ? 3 ? 61 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 46 ? 6 ? 61 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 46 ? 11 ? 61 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 46 ? 22 ? 59 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
33 ? 46 ? 23 ? 61 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 46 ? 33 ? 59 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
33 ? 46 ? 46 ? 61 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 46 ? 66 ? 57 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
33 ? 46 ? 69 ? 57 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
33 ? 46 ? 138 ? 61 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 46 ? 253 ? 59 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
33 ? 46 ? 506 ? 61 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 46 ? 759 ? 37 ? <2, 96>,<3, 0>,<4, 0>,<6, 0> 
33 ? 46 ? 1518 ? 55 ? <2, 24>,<3, 0>,<4, 0>,<6, 0> 
33 ? 47 ? 1 ? 81 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
33 ? 47 ? 3 ? 41 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 47 ? 11 ? 41 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 47 ? 33 ? 39 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
33 ? 47 ? 47 ? 41 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
33 ? 47 ? 141 ? 37 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
33 ? 47 ? 517 ? 35 ? <2, 24>,<3, 0>,<4, 0>,<6, 0> 
33 ? 47 ? 1551 ? 25 ? <2, 64>,<3, 0>,<4, 0>,<6, 0> 
34 ? 1 ? 1 ? 1 ? [ 2, 0 ],[ 3, 4 ],[ 4, 0 ],[ 6, 0 ] 
34 ? 1 ? 2 ? 1 ? <2, 0>,<3, 2>,<4, 0>,<6, 0> 
